,title,titleUrl,time,channelName,category
145, REAGINDO AO TREINO DO CORBUCCI EATS | DESAFIO DE COMIDA COM SHAPE,https://www.youtube.com/watch?v=PGnpwGhEYkg,2021-06-25 12:54:19.132000-03:00,Coach Rubens Gomes,Entertainment
146, Final of 2020 CrossFit Games - Event 12 - Mat Fraser & Tia Toomey,https://www.youtube.com/watch?v=Mv_w4EL6fc4,2021-06-25 12:37:22.740000-03:00,TeamFitness,Sports
147, Asia Invitational and West Coast Classic — Day 3 Highlights,https://www.youtube.com/watch?v=ZHCwnEXFSwo,2021-06-25 12:34:40.205000-03:00,CrossFit Games,Sports
148, Incredible Race to the Finish: Danielle Brandon vs. Dani Speegle,https://www.youtube.com/watch?v=NYrABiRAHxw,2021-06-25 12:31:25.267000-03:00,CrossFit Games,Sports
149, COMO CONSEGUI MINHA VAGA DE INSTRUTORA/DESENVOLVEDORA NA ALURA?,https://www.youtube.com/watch?v=-dZ0CmEDG9w,2021-06-25 09:52:40.719000-03:00,Rafaella Ballerini,Science & Technology
150, Pronunciation Games,https://www.youtube.com/watch?v=9zKK5jvaG80,2021-06-25 09:51:56.196000-03:00,ross thorburn,People & Blogs
151, Easy Way pronunciation game,https://www.youtube.com/watch?v=oP59xq4SbUk,2021-06-25 09:49:44.852000-03:00,LDC,Entertainment
152, What happens if you cut down all of a city's trees? - Stefan Al,https://www.youtube.com/watch?v=zarll9bx6FI,2021-06-25 09:48:08.426000-03:00,TED-Ed,Education
153," VLOG IN ENGLISH: Crossfit, drive thru, self-checkout, trail snacks and food trucks in Brentwood!",https://www.youtube.com/watch?v=6sKJfXA9pkE,2021-06-25 09:39:14.771000-03:00,Tuca Loretti,Entertainment
154, Now United - Legends (Official Music Video),https://www.youtube.com/watch?v=ol7q3jrmuh0,2021-06-24 15:00:09.232000-03:00,NOW UNITED,Music
155, Now United - Better (Official Home Video),https://www.youtube.com/watch?v=2ATEejy2Fgk,2021-06-24 14:15:07.965000-03:00,NOW UNITED,People & Blogs
156, Meu PRIMEIRO carro no CANADÁ (e na vida!) 🚗😍🇨🇦 Era pra ser apenas um vlog de faxina... #PaulaTodoDia,https://www.youtube.com/watch?v=V8Ro7q2G2lE,2021-06-24 07:34:53.940000-03:00,Paula no Canadá,Travel & Events
157, Navbar Responsivo com Menu Dropdown (HTML5/CSS3),https://www.youtube.com/watch?v=CFmMNuxZ3YY,2021-06-23 17:47:16.614000-03:00,Dev Reis,Science & Technology
158, Menu Lateral Responsivo (Sidebar) Com HTML e CSS,https://www.youtube.com/watch?v=ut69ramXTNc,2021-06-23 17:40:09.653000-03:00,Programadores Depre,Science & Technology
159, React Sidebar Navigation Menu Tutorial - Beginner React JS Project Using Hooks & Router,https://www.youtube.com/watch?v=CXa0f4-dWi4,2021-06-23 17:23:42.964000-03:00,Brian Design,Education
160, Karol Conka na janela pedindo chuva pra limpar tudo,https://www.youtube.com/watch?v=eeNRM8lqycM,2021-06-23 14:45:48.734000-03:00,Acervo Eva Memes,People & Blogs
161, Uma receita que você nunca viu!,https://www.youtube.com/watch?v=7QaSLuryEPE,2021-06-23 12:14:19.771000-03:00,Paola Carosella,Entertainment
162, UM ANO USANDO TESTOSTERONA - O QUE MUDOU?,https://www.youtube.com/watch?v=2O455IkAxSc,2021-06-23 12:02:36.841000-03:00,Zé Alvarenga,People & Blogs
163, ME ARREPENDI DE TER USADO TESTOSTERONA! *o que nunca contei*,https://www.youtube.com/watch?v=yoYz5JoVPmU,2021-06-23 11:43:16.188000-03:00,Gabriel Arones - Fitness Flexível,People & Blogs
164, The Mexican Village Planting 5 Million Trees,https://www.youtube.com/watch?v=RK7EohqKbaQ,2021-06-23 09:56:48.096000-03:00,Freethink,News & Politics
165, ME ARREPENDI DE COLOCAR SILICONE?! Faria explante?,https://www.youtube.com/watch?v=O62KuRxjy2k,2021-06-22 15:55:07.686000-03:00,Canal Ana Bochi,People & Blogs
166, MOSTREI TUDO O QUE EU COMO EM UM DIA!,https://www.youtube.com/watch?v=kBRTHRCAPvY,2021-06-22 15:27:40.531000-03:00,Zé Alvarenga,People & Blogs
167, The Best REEBOK HIIT TR Shoes ?,https://www.youtube.com/watch?v=Xyl1_UbIeMM,2021-06-22 15:20:13.334000-03:00,Justin Perry Vlogs,Sports
168, Reebok HIIT TR Review | Are They Worth It?,https://www.youtube.com/watch?v=khN7XXa4DAI,2021-06-22 15:07:29.297000-03:00,Jake Boly,People & Blogs
169, How to Lean Bulk Without Getting Fat | Beginner's Guide,https://www.youtube.com/watch?v=KbUMtCGsZUo,2021-06-21 21:49:27.244000-03:00,Buff Dudes,Entertainment
170, How Far Can Mobility Bands Stretch Before They Snap? | STRENGTH TEST,https://www.youtube.com/watch?v=IHgH5R2J76o,2021-06-21 21:43:19.996000-03:00,Buff Dudes,Entertainment
171, Procurando meu PRIMEIRO CARRO no Canadá! Vem conferir preços e opções de carros usados... 🚗🇨🇦,https://www.youtube.com/watch?v=0VDQZSTrwWw,2021-06-21 21:34:36.577000-03:00,Paula no Canadá,Travel & Events
172, PREP WITH ME | grocery haul + how I set myself up for a productive & healthy week,https://www.youtube.com/watch?v=00hFSDQKZcU,2021-06-21 21:33:00.340000-03:00,Kylie Ross,People & Blogs
173, The Total Number of Covid-19 Vaccinations Administered (Update),https://www.youtube.com/watch?v=-0cQUmDnlP4,2021-06-21 20:44:38.025000-03:00,Animated Stats,Education
174, Você acredita em Alma Gêmea?,https://www.youtube.com/watch?v=i2rjEKru-GA,2021-06-21 19:33:44.632000-03:00,Atila Iamarino,Science & Technology
175, Aparador De Pelos Mondial Super Groom 10 É bom?,https://www.youtube.com/watch?v=Vazwq6bu1Mk,2021-06-21 17:13:28.451000-03:00,É Bom?,Science & Technology
176, A origem dos nomes de países dos 5 continentes – incluindo o Brasil,https://www.youtube.com/watch?v=JYrPJoOxj_I,2021-06-21 16:51:11.589000-03:00,BBC News Brasil,News & Politics
177, RECORD OF RAGNAROK - TODOS  OS LUTADORES DEUSES E SEU PODERES EXPLICADOS - Shuumatsu no valkyrie,https://www.youtube.com/watch?v=MOMeTZzE4Jw,2021-06-21 15:52:08.345000-03:00,Canal MangaQ,Entertainment
178, O QUE EU COMO EM UM DIA | dia de descanso (sem treino),https://www.youtube.com/watch?v=3PSwfFevxyA,2021-06-20 17:06:41.257000-03:00,Gabi Sahade,People & Blogs
179, Satisfying  Weight Loss Motivation | TikTok Compilation #1,https://www.youtube.com/watch?v=denjeifMMlI,2021-06-20 17:04:12.299000-03:00,Weight Loss Motivation,People & Blogs
180," "" LÁZARO BARBOSA O SERIAL KILLER DE BRASÍLIA "" VISTO NO TELHADO DE FAZENDA ( TODA A VERDADE VEJA ? )",https://www.youtube.com/watch?v=acrgkLla7ko,2021-06-20 15:47:49.758000-03:00,Música Boa Aqui ✓,People & Blogs
181, NOSSA PRIMEIRA VEZ EM UM RESORT ALL INCLUSIVE! PIRAMOS 😱,https://www.youtube.com/watch?v=JPMj1v21jIs,2021-06-20 14:57:08.432000-03:00,Canal Ana Bochi,People & Blogs
182, What to do if you’re ‘SKINNY FAT’,https://www.youtube.com/watch?v=Rtzcz7cjA9o,2021-06-20 14:56:09.325000-03:00,Max Euceda,Sports
183, I FOLLOWED KIM KARDASHIAN’S MORNING ROUTINE 😳🍑 *WOW*,https://www.youtube.com/watch?v=MHd5U4iWqig,2021-06-20 14:11:28.439000-03:00,Holly Gabrielle,People & Blogs
184," MY PERIOD STORY 💕 | FIRST PERIOD, PERIOD LOSS & MY PERIOD NOW",https://www.youtube.com/watch?v=B4rBExSMmXw,2021-06-20 13:49:44.566000-03:00,Holly Gabrielle,People & Blogs
185," ANSWERING THE QUESTIONS I’VE ALWAYS AVOIDED | PERIODS, PERSONALITY TYPES & BOY TALK",https://www.youtube.com/watch?v=B-owQ8YEgMk,2021-06-20 13:28:21.042000-03:00,Holly Gabrielle,People & Blogs
186, COMO LA MITAD de CALORÍAS durante UNA SEMANA 🍽❌ *QUÉ LE PASA A TU CUERPO*,https://www.youtube.com/watch?v=98y1nSCDwuc,2021-06-20 13:27:33.527000-03:00,The Saiyan Kiwi,Entertainment
187," MCAT ou LSAT, terminando 2º semestre, clube do livro, e comprinhas pro Siren | VLOG♡Roberta Frossard",https://www.youtube.com/watch?v=mD_-BvWT4cE,2021-06-20 12:26:51.529000-03:00,Roberta Frossard,Entertainment
188, Indo pra Manhattan + minhas agendas + nova cama do Siren ♡ Roberta Frossard,https://www.youtube.com/watch?v=TYB8yv25vu0,2021-06-20 11:36:30.427000-03:00,Roberta Frossard,Entertainment
189, VLOG| PASSE UNS DIAS COMIGO SEM ERRAR NA DIETA E VEJA OS RESULTADOS!!!!,https://www.youtube.com/watch?v=29glRbYJO3Y,2021-06-20 11:14:50.286000-03:00,Mi Ruback,People & Blogs
190, Entendendo sobre position no CSS,https://www.youtube.com/watch?v=Y7NeqpwLM2g,2021-06-20 08:47:09.025000-03:00,Girl Coding,Science & Technology
191, 34: How to Use CSS Position to Move Elements | Learn HTML & CSS | HTML Tutorial | mmtuts,https://www.youtube.com/watch?v=oRbLowjKVzI,2021-06-20 08:34:53.027000-03:00,Dani Krossing,Education
192, CSS Grid Tutorial #8 - Mosaic Layout,https://www.youtube.com/watch?v=WZOZUCHo1OM,2021-06-20 08:34:33.987000-03:00,The Net Ninja,Education
193, Como escolher o melhor tênis de CrossFit?,https://www.youtube.com/watch?v=fKLtgXVUx2A,2021-06-19 22:58:19.407000-03:00,Alê Shimizu,Education
194, Mistério do FURTO no Canadá resolvido! 🤡  Pôr do sol com os DOGS e encontramos ESFIHAS #PaulaTodoDia,https://www.youtube.com/watch?v=6Eyub-bUdYs,2021-06-19 22:45:32.586000-03:00,Paula no Canadá,Travel & Events
195, 20 FATOS sobre o CASAL ❤️ (ou 20 minutos do Thiago falando besteira...) 😅 #PaulaTodoDia,https://www.youtube.com/watch?v=69TPY4EWx2o,2021-06-19 22:23:16.238000-03:00,Paula no Canadá,Travel & Events
196, Custo de vida SÃO PAULO X VANCOUVER 🇧🇷🇨🇦 Dá pra morar no Brasil mantendo o padrão de vida do Canadá?,https://www.youtube.com/watch?v=Rf3HD3PZXAc,2021-06-19 15:27:15.143000-03:00,Paula no Canadá,Travel & Events
197," Custo de vida em Vancouver (2021) - Depois de 2 anos e meio no Canadá, o que mudou?",https://www.youtube.com/watch?v=q7EQY_ni10Q,2021-06-19 15:26:33.311000-03:00,Paula no Canadá,Travel & Events
198, Preços de mercado CANADÁ X BRASIL 😱 (com comparação do poder de compra/salário mínimo),https://www.youtube.com/watch?v=Gg5py87Y8WQ,2021-06-19 15:19:13.970000-03:00,Paula no Canadá,Travel & Events
199, What’s in the air you breathe? - Amy Hrdina and Jesse Kroll,https://www.youtube.com/watch?v=xEodej_M7TI,2021-06-19 10:45:56.651000-03:00,TED-Ed,Education
200, What Happened Before History? Human Origins,https://www.youtube.com/watch?v=dGiQaabX3_o,2021-06-18 23:47:49.467000-03:00,Kurzgesagt – In a Nutshell,Education
201, How To Start Calisthenics | Full Beginners Bodyweight Workout Guide and Routine,https://www.youtube.com/watch?v=msshuOvxoTg,2021-06-18 19:40:37.341000-03:00,Browney,Entertainment
202, How To Start Calisthenics For Beginners At Home No Equipment I Push Ups & Pull Ups I Lucy Lismore,https://www.youtube.com/watch?v=hfbLTOlsm28,2021-06-18 19:35:16.670000-03:00,Lucy Lismore,Education
203, My Calisthenics Transformation - From Beginner to Coach - Weight Loss Motivation I Lucy Lismore,https://www.youtube.com/watch?v=xjscfFbv7WE,2021-06-18 19:35:12.053000-03:00,Lucy Lismore,Sports
204, START Calisthenics With This 30 DAYS Workout!,https://www.youtube.com/watch?v=KzuUs3c-Ajg,2021-06-18 19:28:16.196000-03:00,Calisthenicmovement,Sports
205," Faxina ""canadense"", fondue do marido + exposição Imagine Van Gogh em Vancouver ❤️",https://www.youtube.com/watch?v=tZAswYMFHOQ,2021-06-18 19:08:53.296000-03:00,Paula no Canadá,Travel & Events
206," Eu NÃO dou conta! Vida REAL no Canadá, casa bagunçada, CAOS e conversas... 🤡#PaulaTodoDia",https://www.youtube.com/watch?v=oEIas-_eza8,2021-06-18 18:53:10.319000-03:00,Paula no Canadá,Travel & Events
207, Tomei a segunda dose no CANADÁ! + Vou aprender a DIRIGIR? + Rolê no SHOPPING #PaulaTodoDia,https://www.youtube.com/watch?v=kaeuUpthALg,2021-06-18 18:32:40.203000-03:00,Paula no Canadá,Travel & Events
208," *very realistic* software engineer in nyc work week in my life • wfh, system upgrades + 10k party!",https://www.youtube.com/watch?v=3vaU2QyuoOc,2021-06-18 13:12:56.522000-03:00,lena elizabeth,Howto & Style
209, Estudar e Trabalhar com Tecnologia no Canadá! | Mi Alves,https://www.youtube.com/watch?v=5JgAZpskxmQ,2021-06-18 13:11:37.732000-03:00,Mi Alves,Travel & Events
210," VLOG: DIA DO AMOR com picnic, compras e Fondue Vegano  | Mi Alves",https://www.youtube.com/watch?v=CI1FnaEkB1k,2021-06-18 12:52:34.546000-03:00,Mi Alves,People & Blogs
211, MASSA DE PIZZA COM GERGELIM DELICIOSA + PALITINHOS E PIZZA DE FRIGIDEIRA | TNM Vegg,https://www.youtube.com/watch?v=8nQAP3zblq8,2021-06-18 12:45:02.082000-03:00,TÁ NA MESA VEGG,People & Blogs
212, ESTROGONOFE E FAROFA DE PÃO: COZINHANDO COM A MINHA MÃE #02 | TNM Vegg,https://www.youtube.com/watch?v=Wz9Q0GtBnRg,2021-06-18 12:35:43.360000-03:00,TÁ NA MESA VEGG,People & Blogs
213, Weight Loss Glow Up Before and After | Tiktok Compilation #11,https://www.youtube.com/watch?v=KSAXeBxhYks,2021-06-18 09:39:54.574000-03:00,Weight loss Voyage,People & Blogs
214, REAGINDO AS PIORES LESÕES DOS ESPORTES DE TODOS OS TEMPOS | TEM QUE SER FORTE,https://www.youtube.com/watch?v=ZZMfI5Vuf6g,2021-06-18 09:20:51.817000-03:00,Coach Rubens Gomes,Entertainment
215, TREINO DE COSTAS INSANO | TREINO DE ATLETA PROFISSIONAL | CORBUCCI VS WILL,https://www.youtube.com/watch?v=m9PwMP3mm-k,2021-06-18 09:19:29.824000-03:00,Coach Rubens Gomes,Entertainment
216, COACH RUBENS AVALIA O SHAPE DO CORBUCCI EATS E FAZ UM DESAFIO INESPERADO,https://www.youtube.com/watch?v=p3SgxK1jcyM,2021-06-18 09:14:42.031000-03:00,Coach Rubens Gomes,Entertainment
217, REAGINDO AO TREINO DO HOMEM MAIS MUSCULOSO DA CALISTENIA | DEJAN STIPKE,https://www.youtube.com/watch?v=PV1KnI6D6PQ,2021-06-18 09:14:39.228000-03:00,Coach Rubens Gomes,Entertainment
218, COACH RUBENS AVALIA O SHAPE DO CORBUCCI EATS E FAZ UM DESAFIO INESPERADO,https://www.youtube.com/watch?v=p3SgxK1jcyM,2021-06-17 19:06:08.280000-03:00,Coach Rubens Gomes,Entertainment
219, 206 Norte - Curta Metragem,https://www.youtube.com/watch?v=UHYcm-1DKNo,2021-06-17 18:04:22.394000-03:00,Another Channel,People & Blogs
220, 308 SUL #MINHABRASÍLIA ENTRE ASAS E EIXOS,https://www.youtube.com/watch?v=bWD6VuvHf3A,2021-06-17 18:03:19.882000-03:00,minhabsb,Entertainment
221, Legião Urbana trailer oficial do filme ( Somos Tão Jovens ),https://www.youtube.com/watch?v=icJDd_Dn20o,2021-06-17 18:00:24.227000-03:00,Joao Paulo, Film & Animation
222," ""My Favorite Way"" by Black Drawing Chalks (OFFICIAL)",https://www.youtube.com/watch?v=aqBveUYEEwQ,2021-06-17 17:39:20.850000-03:00,Marck Al,Music
223, MY GIRLFRIEND PUT ME THROUGH HER LEG DAY WORKOUT,https://www.youtube.com/watch?v=GoBz3vkcGA0,2021-06-17 14:18:15.085000-03:00,Bronson Holbeck,People & Blogs
224, Top 10 Job Interview Questions in English,https://www.youtube.com/watch?v=jaxgeXPgAz0,2021-06-17 14:15:06.979000-03:00,Learn English with EnglishClass101.com,Education
225, How To Start Calisthenics at Home for Beginners (No Equipment),https://www.youtube.com/watch?v=hEXjX6nwDoY,2021-06-17 12:05:44.314000-03:00,Adam Frater,Sports
226, I tried Calisthenics for 30 DAYS - the Results Shocked me!,https://www.youtube.com/watch?v=t9Z-jV2BzMI,2021-06-17 11:58:17.858000-03:00,Laurie Shaw,People & Blogs
227," The Lumineers - ""Stubborn Love"" (Official Video)",https://www.youtube.com/watch?v=UJWk_KNbDHo,2021-06-17 11:54:34.553000-03:00,The Lumineers,Music
228, The Lumineers - Sleep On The Floor (Official Video),https://www.youtube.com/watch?v=v4pi1LxuDHc,2021-06-17 11:50:05.087000-03:00,LumineersVEVO,Music
229, Now United - Better (Official Lyric Video),https://www.youtube.com/watch?v=3kPMiI8DVIc,2021-06-17 11:49:27.819000-03:00,NOW UNITED,People & Blogs
230, Now United - Better (Official Home Video),https://www.youtube.com/watch?v=2ATEejy2Fgk,2021-06-17 11:45:35.220000-03:00,NOW UNITED,People & Blogs
231," UM DIA COM THAISSA FIT | ROTINA, TREINO E DIETA COMPLETA",https://www.youtube.com/watch?v=iELbbJZuRCw,2021-06-17 08:39:30.512000-03:00,Dragon Pharma Brasil,Sports
232, Crossfit ou Musculação?,https://www.youtube.com/watch?v=U39FdL5ZchI,2021-06-17 08:24:43.300000-03:00,Leandro Twin,Sports
233, KELLY KEY PERDEU 15KG COM JEJUM INTERMITENTE | DIETA DOS FAMOSOS,https://www.youtube.com/watch?v=tP8TPUeQh04,2021-06-17 08:12:51.461000-03:00,Coach Rubens Gomes,Entertainment
234, Kate Nash - “Nicest Thing” (2020 Live PRIDE Performance) ★ Troupe429,https://www.youtube.com/watch?v=n68Qaxtx-3k,2021-06-16 20:34:24.406000-03:00,Troupe429,Entertainment
235, Kate Nash - Foundations (Jools Holland),https://www.youtube.com/watch?v=-Z45dEitIp4,2021-06-16 20:32:15.907000-03:00,laacisbezgalvas,Music
236, kate nash - fluorescent adolescent,https://www.youtube.com/watch?v=mvN0O7jkbQI,2021-06-16 20:29:28.957000-03:00,casablancasro,Music
237, Ida Maria - Oh My God,https://www.youtube.com/watch?v=eED30qLA0KY,2021-06-16 20:26:04.647000-03:00,IdaMariaVEVO,Music
238, Ida Maria - Dirty Money (Official Video),https://www.youtube.com/watch?v=TSWwuEdlhZQ,2021-06-16 20:22:48.498000-03:00,IdaMariaVEVO,Music
239, Ida Maria - Bad Karma,https://www.youtube.com/watch?v=46Z-e2DEK6o,2021-06-16 20:20:21.388000-03:00,IdaMariaVEVO,Music
240, LIPOASPIRAÇÃO E CRIOLIPOLISE EM SEDENTÁRIOS - PAULO MUZY,https://www.youtube.com/watch?v=E5mgoi764io,2021-06-16 19:09:17.233000-03:00,Cortes do Fisiculturismo,Sports
241, AEJ É BOM ?,https://www.youtube.com/watch?v=_GmKh97Lv64,2021-06-16 19:07:40.682000-03:00,4FitClub,Sports
242, FALSO MAGRO? COMO TIRAR GORDURA DOS FLANCOS - PAULO MUZY,https://www.youtube.com/watch?v=3AnbPQPdYcc,2021-06-16 19:00:16.300000-03:00,Cortes do Fisiculturismo,Sports
243, How girls wipe down gym equipment vs how boys do! #shorts,https://www.youtube.com/watch?v=n-zMQUBCadw,2021-06-16 18:31:32.033000-03:00,DELLA VLOGS,People & Blogs
244, Food in Commercials vs Real Life,https://www.youtube.com/watch?v=QGPt5_AxLXE,2021-06-16 18:30:30.333000-03:00,ReactionShorts,People & Blogs
245, Summer Garden Veg Soup & Herby Bean Balls Vegan & Delicious,https://www.youtube.com/watch?v=gaVF_VIHjo4,2021-06-16 18:30:03.018000-03:00,Bettina's Kitchen,People & Blogs
246, DONT TRY THIS AT HOME!! #Shorts,https://www.youtube.com/watch?v=Zt489VR0Edo,2021-06-16 18:29:19.729000-03:00,Jojo Sim,Entertainment
247, Reacting on TIK TOK HAIR FAILS - Hair Buddha #shorts reaction video,https://www.youtube.com/watch?v=ZUB9S4PShMo,2021-06-16 18:28:20.357000-03:00,Hair Buddha,Entertainment
248, Good girl good deeds 👍Elevator prank,https://www.youtube.com/watch?v=PyJE6be4VJQ,2021-06-16 18:28:03.050000-03:00,Candy Platter,Entertainment
249, Amazing Nose Job Transformation! #shorts,https://www.youtube.com/watch?v=0OtnI1GM1QA,2021-06-16 18:27:16.025000-03:00,"Anthony Youn, MD",Education
250, Jade Picon e João Guilherme respondem a perguntas PESADAS,https://www.youtube.com/watch?v=z58SjDGnssA,2021-06-16 18:26:35.903000-03:00,Joãoguinaticxs,People & Blogs
251, poliette,https://www.youtube.com/watch?v=pmemYFOssJQ,2021-06-16 18:26:33.405000-03:00,bbb Silva,People & Blogs
252, Her brain short circuited when he threw it! 💀,https://www.youtube.com/watch?v=Qj6GCn4dtM0,2021-06-16 18:25:36.981000-03:00,We Made Your Day,People & Blogs
253, WEIGHT LOSS - BODY TRANSFORMATION + MOTIVATION + INSPIRATION {glow up} WEIGHT LOSS JOURNEY (tiktok),https://www.youtube.com/watch?v=PElwn1Yhnho,2021-06-16 18:24:56.318000-03:00,Fat Loss Plan,Howto & Style
254, #shorts The Best,https://www.youtube.com/watch?v=C5kIQ9zpjRI,2021-06-16 18:24:48.696000-03:00,Tool_Tips,People & Blogs
255, Zendaya | Instagram story,https://www.youtube.com/watch?v=v7s99NYVUuw,2021-06-16 18:24:44.531000-03:00,Giu Maximoff ᱬ,People & Blogs
256, Insane body transformation BODYWEIGHT only calisthenics,https://www.youtube.com/watch?v=bxtvIjkJZRc,2021-06-16 18:22:44.691000-03:00,Alex Cowling,Entertainment
257, Mimiermakeup makeup 2016 VS 2021,https://www.youtube.com/watch?v=Kt6ukTPPnX4,2021-06-16 18:21:47.500000-03:00,Daily Vibes,People & Blogs
258, WEIGHT LOSS - BODY TRANSFORMATION + MOTIVATION + INSPIRATION {glow up} WEIGHT LOSS JOURNEY (tiktok),https://www.youtube.com/watch?v=xMbWNsfwlSk,2021-06-16 18:20:55.776000-03:00,Fat Loss Plan,Howto & Style
259, When You Go To The Gym at 3AM #shorts #gymfunny,https://www.youtube.com/watch?v=2T1XWfrRr7Q,2021-06-16 18:20:40.377000-03:00,Delta Bolic,Sports
260, FULL DAY OF PROGRAMMING FROM HWPO TRAINING | HWPO TRAINING,https://www.youtube.com/watch?v=CLarKn-XkLo,2021-06-16 18:16:58.499000-03:00,FRA5ER,Sports
261, Simone Biles Debunks Every Gymnastics Myth | Glamour,https://www.youtube.com/watch?v=kl6O1zwjpO0,2021-06-16 18:16:20.107000-03:00,Glamour,Entertainment
262," I Woke Up at 5AM For 30 Days, this is what happened",https://www.youtube.com/watch?v=WLoLAdXpf7I,2021-06-16 18:15:58.407000-03:00,Browney,Entertainment
263, My 1 Year Bulking Journey In The Pandemic (From 67KG to 78KG Body Transformation) #shorts,https://www.youtube.com/watch?v=dmMEbjDxzdY,2021-06-16 18:13:24.682000-03:00,Arnold Semttegezer,People & Blogs
264, Minha evolução natural em 1 ano !!!,https://www.youtube.com/watch?v=5wy-QSguqhI,2021-06-16 18:12:30.374000-03:00,VM faga,Sports
265, QUANTO DEMORA PRA TER SHAPE? Reagindo a TRANSFORMAÇÕES REAIS! 💪Shape dos inscritos e Arthur do BBB21,https://www.youtube.com/watch?v=X_9txG_H1Mo,2021-06-16 17:26:25.365000-03:00,Gabriel Arones - Fitness Flexível,People & Blogs
